datetime,demand_mw,sarimax_pred,prophet_pred
2025-06-28 09:00:00,20771.5,24460.756469708595,22156.973156875873
2025-06-28 10:00:00,19612.5,23612.66255047663,21384.19398679572
2025-06-28 11:00:00,17990.0,22819.647778240353,20389.193607485548
2025-06-28 12:00:00,17149.5,22564.59656497907,19625.26119958835
2025-06-28 13:00:00,15982.5,22109.969162018984,19133.672588866826
2025-06-28 14:00:00,15693.0,22352.973495846567,19028.709030362064
2025-06-28 15:00:00,15791.0,22826.504026383514,19369.06919956357
2025-06-28 16:00:00,17639.0,24639.754383494692,20550.523425794476
2025-06-28 17:00:00,20716.5,27046.330103225366,22266.74599638976
2025-06-28 18:00:00,23251.5,28663.485337240432,23981.293588830158
2025-06-28 19:00:00,24309.0,29261.389627143537,25065.591100250727
2025-06-28 20:00:00,24635.0,28754.75040786145,25003.087893251337
2025-06-28 21:00:00,24106.5,28454.69839828142,23736.520292385518
2025-06-28 22:00:00,23106.0,27178.05567541273,21894.45661606234
2025-06-28 23:00:00,21929.0,24532.365612202648,20062.28741978712
2025-06-29 00:00:00,21123.0,22695.615865570173,18530.905043535146
2025-06-29 01:00:00,20201.0,21754.456132195515,17421.715314409663
2025-06-29 02:00:00,19561.0,21387.22279769645,16536.59636492822
2025-06-29 03:00:00,18860.0,20451.21856970597,15621.8058531555
2025-06-29 04:00:00,18513.5,19722.881737376836,15274.399907153047
2025-06-29 05:00:00,17894.5,19590.266004533118,15833.569487370081
2025-06-29 06:00:00,17945.0,21458.979761711762,17193.460692545374
2025-06-29 07:00:00,18731.0,23492.825762726723,18665.2751796983
2025-06-29 08:00:00,19881.5,23800.182480530446,19479.56508046114
2025-06-29 09:00:00,20642.5,23392.216965196858,19435.951277269036
2025-06-29 10:00:00,21106.0,22714.7884743232,18862.762598740588
2025-06-29 11:00:00,20841.5,22460.44867876937,18142.55546940203
2025-06-29 12:00:00,20428.0,22384.55912861981,17532.73659044567
2025-06-29 13:00:00,19480.5,22145.330358734816,17271.065401896005
2025-06-29 14:00:00,18982.0,22101.929125907653,17530.832587575518
2025-06-29 15:00:00,19616.5,22494.917622697056,18186.547662160636
2025-06-29 16:00:00,21386.5,24181.609213056818,19522.529150650527
2025-06-29 17:00:00,24480.5,26542.48508138455,21458.583505956012
2025-06-29 18:00:00,25889.0,28302.89695376638,23479.147684719486
2025-06-29 19:00:00,26291.5,28980.447558183976,24671.305505377666
2025-06-29 20:00:00,26475.0,28733.83166688133,24869.518514490966
2025-06-29 21:00:00,25995.0,27814.58351561806,23822.41995899701
2025-06-29 22:00:00,25603.5,26286.178899996674,22086.386684299672
2025-06-29 23:00:00,23075.5,23973.493982409,20635.325189606945
2025-06-30 00:00:00,21872.0,22721.188843658474,19588.34775849712
2025-06-30 01:00:00,21550.0,22040.22084411974,18715.03974434757
2025-06-30 02:00:00,20544.0,21151.28609396524,17763.24172900414
2025-06-30 03:00:00,19712.5,20178.96650709671,16957.701971013114
2025-06-30 04:00:00,18913.5,19639.23351132013,16854.065609193865
2025-06-30 05:00:00,19373.0,19658.870953183145,17577.57536097162
2025-06-30 06:00:00,21683.0,21563.02738430501,19133.78210588543
2025-06-30 07:00:00,24630.0,23496.984592724977,20627.639732884218
2025-06-30 08:00:00,25468.5,24064.355938930057,21578.879359014514
2025-06-30 09:00:00,24749.5,24015.756639568128,21746.40123865088
2025-06-30 10:00:00,23399.5,23760.74573808122,21392.89623428155
2025-06-30 11:00:00,22408.5,24126.991756352516,21058.101383759837
2025-06-30 12:00:00,21879.0,24087.18796553921,20534.020438837168
2025-06-30 13:00:00,21560.0,23695.295165257776,20255.918200100514
2025-06-30 14:00:00,21650.5,23687.951698200897,20562.253916985825
2025-06-30 15:00:00,22327.0,24188.37616129644,21202.786437044924
2025-06-30 16:00:00,24482.0,25730.44518276653,22394.875658429628
2025-06-30 17:00:00,26341.5,27757.742301074264,24086.513490483943
2025-06-30 18:00:00,27843.0,29032.160218082176,25828.031756090088
2025-06-30 19:00:00,28969.5,29790.23756929187,26972.539999329398
2025-06-30 20:00:00,29131.0,29713.179236758348,26925.42891423047
2025-06-30 21:00:00,28865.5,29233.396085848028,25761.854671021494
2025-06-30 22:00:00,27303.5,27911.865677075744,23992.220819976006
2025-06-30 23:00:00,24647.5,25383.963054458454,22336.796861557188
2025-07-01 00:00:00,23592.5,24068.750339380396,21093.796724877797
2025-07-01 01:00:00,23026.5,23243.70856308925,19957.000608055245
2025-07-01 02:00:00,22403.0,22813.237395450265,19048.617112218013
2025-07-01 03:00:00,21503.5,22002.89511700792,18177.58614504265
2025-07-01 04:00:00,21265.5,21507.84241722459,17881.287011684006
2025-07-01 05:00:00,20806.5,21509.08122928603,18384.334171459544
2025-07-01 06:00:00,23018.0,23394.413363039588,19721.567462966195
2025-07-01 07:00:00,26431.0,25426.77388142203,21124.759249384373
2025-07-01 08:00:00,27386.5,26030.051269256517,21962.7508173943
2025-07-01 09:00:00,27284.0,25891.722812401593,21968.551544843038
2025-07-01 10:00:00,26248.0,25313.490853445666,21383.88819263338
2025-07-01 11:00:00,26392.5,25131.438901632246,20679.852077795153
2025-07-01 12:00:00,26686.5,24975.168032681628,20059.903414271263
2025-07-01 13:00:00,26795.0,24565.12881585289,19617.773926176065
2025-07-01 14:00:00,26777.0,24107.70173918167,19510.441833302488
2025-07-01 15:00:00,27027.0,24589.736980894195,20013.729798449003
2025-07-01 16:00:00,27727.0,26212.202047770374,21175.654455483927
2025-07-01 17:00:00,29012.0,28230.068118314593,22862.23056702247
2025-07-01 18:00:00,28706.0,29558.1536910367,24641.627575954615
2025-07-01 19:00:00,29190.5,30208.003296510604,25719.58951157759
2025-07-01 20:00:00,28919.0,30283.278118432543,25661.543271478437
2025-07-01 21:00:00,28583.5,29407.662692485825,24287.5170083612
2025-07-01 22:00:00,27305.5,27907.682105466287,22712.896931424526
2025-07-01 23:00:00,24803.0,25254.24920354166,21019.47789667081
