datetime,post_cum_y,preds,post_preds,post_preds_lower,post_preds_upper,preds_lower,preds_upper,post_cum_pred,post_cum_pred_lower,post_cum_pred_upper,point_effects,point_effects_lower,point_effects_upper,post_cum_effects,post_cum_effects_lower,post_cum_effects_upper
2025-06-04 23:00:00,,23534.274416376793,,,,21364.63250891458,25703.916323839003,,,,-1555.274416376793,-3724.916323839003,614.3674910854206,,,
2025-06-05 00:00:00,,21494.38475520618,,,,19324.788951964,23663.980558448362,,,,-987.8847552061816,-3157.480558448362,1181.7110480359988,,,
2025-06-05 01:00:00,,20336.049392615143,,,,18166.496593391297,22505.60219183899,,,,-351.549392615143,-2521.102191838989,1818.0034066087028,,,
2025-06-05 02:00:00,,19725.67103246337,,,,17556.158348763798,21895.18371616295,,,,-457.6710324633714,-2627.1837161629483,1711.8416512362019,,,
2025-06-05 03:00:00,,19019.424539189713,,,,16849.949279354052,21188.899799025377,,,,-214.92453918971296,-2384.3997990253774,1954.5507206459479,,,
2025-06-05 04:00:00,,18572.814220283897,,,,16403.373875709924,20742.25456485787,,,,90.18577971610284,-2079.2545648578707,2259.6261242900764,,,
2025-06-05 05:00:00,,18510.59286372387,,,,16341.185096102417,20680.00063134532,,,,872.9071362761315,-1296.5006313453196,3042.3149038975826,,,
2025-06-05 06:00:00,,19590.48824982407,,,,17421.110879304448,21759.865620343688,,,,3048.5117501759305,879.1343796563124,5217.889120695552,,,
2025-06-05 07:00:00,,22615.69115761222,,,,20446.34215182521,24785.040163399226,,,,3582.3088423877816,1412.959836600774,5751.657848174789,,,
2025-06-05 08:00:00,,25461.875215808715,,,,23292.552679680546,27631.197751936885,,,,1930.1247841912846,-239.19775193688474,4099.447320319454,,,
2025-06-05 09:00:00,,26171.308731313926,,,,24002.010897610355,28340.606565017493,,,,1541.1912686860742,-628.1065650174933,3710.4891023896453,,,
2025-06-05 10:00:00,,26337.176774798238,,,,24167.901995343072,28506.451554253403,,,,560.8232252017624,-1608.4515542534027,2730.0980046569275,,,
2025-06-05 11:00:00,,25674.794971852312,,,,23505.541709369267,27844.048234335358,,,,490.2050281476877,-1679.0482343353578,2659.4582906307332,,,
2025-06-05 12:00:00,,25135.2919641369,,,,22966.058784668046,27304.52514360575,,,,542.7080358630992,-1626.5251436057515,2711.9412153319536,,,
2025-06-05 13:00:00,,24548.584102889567,,,,22379.369668747364,26717.798537031766,,,,312.41589711043343,-1856.7985370317656,2481.630331252636,,,
2025-06-05 14:00:00,,23947.58472640685,,,,21778.387789620287,26116.78166319342,,,,-246.58472640685068,-2415.7816631934184,1922.6122103797134,,,
